case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,items,classification,notes
ex236,ex236_sign_only_abc_g_aig,fp16_cube,sign_only,student/work/ex236_ex238_frontend_fp16_selected_wrapper_base_sign_20260608_0845/ex236/verilog/ex236_sign_only.v,student/work/ex236_ex238_frontend_fp16_selected_wrapper_base_sign_20260608_0845/ex236/aigs/ex236_sign_only_abc_g_aig.aig,1,0,0,,,,17290,,,,4.428,sign_bit=base_exact,semantic_selected_bit_wrapper,SynthError: Yosys failed with exit code 1
ex236,ex236_mag_b10_t4_abc_g_aig,fp16_cube,mag_b10_t4,student/work/ex236_ex238_frontend_fp16_selected_wrapper_base_sign_20260608_0845/ex236/verilog/ex236_mag_b10_t4.v,student/work/ex236_ex238_frontend_fp16_selected_wrapper_base_sign_20260608_0845/ex236/aigs/ex236_mag_b10_t4_abc_g_aig.aig,1,0,0,,,,17290,,,,5.082,sign_bit=base_exact; bits=10; threshold=4; const_groups=21; range_groups=11; table_groups=0; range_items=32; table_items=0; max_runs=3,semantic_selected_bit_wrapper,SynthError: Yosys failed with exit code 1
ex236,ex236_mag_b10_t8_abc_g_aig,fp16_cube,mag_b10_t8,student/work/ex236_ex238_frontend_fp16_selected_wrapper_base_sign_20260608_0845/ex236/verilog/ex236_mag_b10_t8.v,student/work/ex236_ex238_frontend_fp16_selected_wrapper_base_sign_20260608_0845/ex236/aigs/ex236_mag_b10_t8_abc_g_aig.aig,1,0,0,,,,17290,,,,5.012,sign_bit=base_exact; bits=10; threshold=8; const_groups=21; range_groups=11; table_groups=0; range_items=32; table_items=0; max_runs=3,semantic_selected_bit_wrapper,SynthError: Yosys failed with exit code 1
ex236,ex236_mag_b9_t8_abc_g_aig,fp16_cube,mag_b9_t8,student/work/ex236_ex238_frontend_fp16_selected_wrapper_base_sign_20260608_0845/ex236/verilog/ex236_mag_b9_t8.v,student/work/ex236_ex238_frontend_fp16_selected_wrapper_base_sign_20260608_0845/ex236/aigs/ex236_mag_b9_t8_abc_g_aig.aig,1,0,0,,,,17290,,,,5.272,sign_bit=base_exact; bits=9; threshold=8; const_groups=20; range_groups=12; table_groups=0; range_items=63; table_items=0; max_runs=6,semantic_selected_bit_wrapper,SynthError: Yosys failed with exit code 1
ex236,ex236_mag_b10_9_t8_abc_g_aig,fp16_cube,mag_b10_9_t8,student/work/ex236_ex238_frontend_fp16_selected_wrapper_base_sign_20260608_0845/ex236/verilog/ex236_mag_b10_9_t8.v,student/work/ex236_ex238_frontend_fp16_selected_wrapper_base_sign_20260608_0845/ex236/aigs/ex236_mag_b10_9_t8_abc_g_aig.aig,1,0,0,,,,17290,,,,5.230,"sign_bit=base_exact; bits=10,9; threshold=8; const_groups=20; range_groups=12; table_groups=0; range_items=64; table_items=0; max_runs=6",semantic_selected_bit_wrapper,SynthError: Yosys failed with exit code 1
ex236,ex236_mag_b10_9_8_t16_abc_g_aig,fp16_cube,mag_b10_9_8_t16,student/work/ex236_ex238_frontend_fp16_selected_wrapper_base_sign_20260608_0845/ex236/verilog/ex236_mag_b10_9_8_t16.v,student/work/ex236_ex238_frontend_fp16_selected_wrapper_base_sign_20260608_0845/ex236/aigs/ex236_mag_b10_9_8_t16_abc_g_aig.aig,1,0,0,,,,17290,,,,5.383,"sign_bit=base_exact; bits=10,9,8; threshold=16; const_groups=20; range_groups=12; table_groups=0; range_items=124; table_items=0; max_runs=12",semantic_selected_bit_wrapper,SynthError: Yosys failed with exit code 1
ex236,ex236_mag_b11_10_t8_abc_g_aig,fp16_cube,mag_b11_10_t8,student/work/ex236_ex238_frontend_fp16_selected_wrapper_base_sign_20260608_0845/ex236/verilog/ex236_mag_b11_10_t8.v,student/work/ex236_ex238_frontend_fp16_selected_wrapper_base_sign_20260608_0845/ex236/aigs/ex236_mag_b11_10_t8_abc_g_aig.aig,1,0,0,,,,17290,,,,5.089,"sign_bit=base_exact; bits=11,10; threshold=8; const_groups=21; range_groups=11; table_groups=0; range_items=32; table_items=0; max_runs=3",semantic_selected_bit_wrapper,SynthError: Yosys failed with exit code 1
ex236,ex236_mag_b12_11_10_t8_abc_g_aig,fp16_cube,mag_b12_11_10_t8,student/work/ex236_ex238_frontend_fp16_selected_wrapper_base_sign_20260608_0845/ex236/verilog/ex236_mag_b12_11_10_t8.v,student/work/ex236_ex238_frontend_fp16_selected_wrapper_base_sign_20260608_0845/ex236/aigs/ex236_mag_b12_11_10_t8_abc_g_aig.aig,1,0,0,,,,17290,,,,5.235,"sign_bit=base_exact; bits=12,11,10; threshold=8; const_groups=21; range_groups=11; table_groups=0; range_items=32; table_items=0; max_runs=3",semantic_selected_bit_wrapper,SynthError: Yosys failed with exit code 1
ex236,ex236_mag_b10_9_8_7_t32_abc_g_aig,fp16_cube,mag_b10_9_8_7_t32,student/work/ex236_ex238_frontend_fp16_selected_wrapper_base_sign_20260608_0845/ex236/verilog/ex236_mag_b10_9_8_7_t32.v,student/work/ex236_ex238_frontend_fp16_selected_wrapper_base_sign_20260608_0845/ex236/aigs/ex236_mag_b10_9_8_7_t32_abc_g_aig.aig,1,0,0,,,,17290,,,,5.686,"sign_bit=base_exact; bits=10,9,8,7; threshold=32; const_groups=20; range_groups=12; table_groups=0; range_items=244; table_items=0; max_runs=24",semantic_selected_bit_wrapper,SynthError: Yosys failed with exit code 1
ex238,ex238_sign_only_abc_g_aig,fp16_reciprocal_cube,sign_only,student/work/ex236_ex238_frontend_fp16_selected_wrapper_base_sign_20260608_0845/ex238/verilog/ex238_sign_only.v,student/work/ex236_ex238_frontend_fp16_selected_wrapper_base_sign_20260608_0845/ex238/aigs/ex238_sign_only_abc_g_aig.aig,1,0,0,,,,16549,,,,5.758,sign_bit=base_exact,semantic_selected_bit_wrapper,SynthError: Yosys failed with exit code 1
